"","Measures","Edad","Sexo","Hierarchy","value"
"4522","Numero Total Empleados","58","MASCULINO","2019/11/08",239
"4523","Numero Total Empleados","59","MASCULINO","2019/11/08",255
"4524","Numero Total Empleados","60","MASCULINO","2019/11/08",239
"4525","Numero Total Empleados","61","MASCULINO","2019/11/08",239
"4526","Numero Total Empleados","62","MASCULINO","2019/11/08",239
"4527","Numero Total Empleados","63","MASCULINO","2019/11/08",239
"4528","Numero Total Empleados","64","MASCULINO","2019/11/08",239
"4529","Numero Total Empleados","65","MASCULINO","2019/11/08",239
"4530","Numero Total Empleados","66","MASCULINO","2019/11/08",239
"4531","Numero Total Empleados","21","FEMENINO","2019/11/12",36
"4532","Numero Total Empleados","22","FEMENINO","2019/11/12",10
"4533","Numero Total Empleados","23","FEMENINO","2019/11/12",7
"4534","Numero Total Empleados","24","FEMENINO","2019/11/12",10
"4535","Numero Total Empleados","27","FEMENINO","2019/11/12",10
"4536","Numero Total Empleados","29","FEMENINO","2019/11/12",10
"4537","Numero Total Empleados","32","FEMENINO","2019/11/12",10
"4538","Numero Total Empleados","37","FEMENINO","2019/11/12",3
"4539","Numero Total Empleados","55","FEMENINO","2019/11/12",1
"4540","Numero Total Empleados","56","FEMENINO","2019/11/12",36
"4541","Numero Total Empleados","60","FEMENINO","2019/11/12",3
"4542","Numero Total Empleados","67","FEMENINO","2019/11/12",3
"4543","Numero Total Empleados","22","MASCULINO","2019/11/12",12
"4544","Numero Total Empleados","23","MASCULINO","2019/11/12",2
"4545","Numero Total Empleados","25","MASCULINO","2019/11/12",36
"4546","Numero Total Empleados","26","MASCULINO","2019/11/12",7
"4547","Numero Total Empleados","27","MASCULINO","2019/11/12",21
"4548","Numero Total Empleados","31","MASCULINO","2019/11/12",7
"4549","Numero Total Empleados","33","MASCULINO","2019/11/12",60
"4550","Numero Total Empleados","34","MASCULINO","2019/11/12",7
"4551","Numero Total Empleados","40","MASCULINO","2019/11/12",14
"4552","Numero Total Empleados","41","MASCULINO","2019/11/12",14
"4553","Numero Total Empleados","43","MASCULINO","2019/11/12",36
"4554","Numero Total Empleados","44","MASCULINO","2019/11/12",1
"4555","Numero Total Empleados","51","MASCULINO","2019/11/12",7
"4556","Numero Total Empleados","54","MASCULINO","2019/11/12",3
"4557","Numero Total Empleados","63","MASCULINO","2019/11/12",14
"4558","Numero Total Empleados","64","MASCULINO","2019/11/12",7
"4559","Numero Total Empleados","69","MASCULINO","2019/11/12",7
"4560","Numero Total Empleados","42","FEMENINO","2019/11/13",11
"4561","Numero Total Empleados","26","MASCULINO","2019/11/13",11
"4562","Numero Total Empleados","35","MASCULINO","2019/11/13",11
"4563","Numero Total Empleados","38","MASCULINO","2019/11/13",11
"4564","Numero Total Empleados","40","MASCULINO","2019/11/13",11
"4565","Numero Total Empleados","41","MASCULINO","2019/11/13",11
"4566","Numero Total Empleados","43","MASCULINO","2019/11/13",11
"4567","Numero Total Empleados","44","MASCULINO","2019/11/13",11
"4568","Numero Total Empleados","46","MASCULINO","2019/11/13",12
"4569","Numero Total Empleados","51","MASCULINO","2019/11/13",11
"4570","Numero Total Empleados","89","MASCULINO","2019/11/13",1
"4571","Numero Total Empleados","21","FEMENINO","2019/11/14",108
"4572","Numero Total Empleados","22","FEMENINO","2019/11/14",108
"4573","Numero Total Empleados","24","FEMENINO","2019/11/14",108
"4574","Numero Total Empleados","26","FEMENINO","2019/11/14",108
"4575","Numero Total Empleados","28","FEMENINO","2019/11/14",108
"4576","Numero Total Empleados","32","FEMENINO","2019/11/14",108
"4577","Numero Total Empleados","34","FEMENINO","2019/11/14",108
"4578","Numero Total Empleados","38","FEMENINO","2019/11/14",108
"4579","Numero Total Empleados","48","FEMENINO","2019/11/14",108
"4580","Numero Total Empleados","51","FEMENINO","2019/11/14",108
"4581","Numero Total Empleados","60","FEMENINO","2019/11/14",108
"4582","Numero Total Empleados","21","MASCULINO","2019/11/14",108
"4583","Numero Total Empleados","22","MASCULINO","2019/11/14",108
"4584","Numero Total Empleados","23","MASCULINO","2019/11/14",108
"4585","Numero Total Empleados","24","MASCULINO","2019/11/14",108
"4586","Numero Total Empleados","25","MASCULINO","2019/11/14",108
"4587","Numero Total Empleados","26","MASCULINO","2019/11/14",108
"4588","Numero Total Empleados","27","MASCULINO","2019/11/14",108
"4589","Numero Total Empleados","28","MASCULINO","2019/11/14",1
"4590","Numero Total Empleados","29","MASCULINO","2019/11/14",108
"4591","Numero Total Empleados","30","MASCULINO","2019/11/14",108
"4592","Numero Total Empleados","31","MASCULINO","2019/11/14",108
"4593","Numero Total Empleados","33","MASCULINO","2019/11/14",108
"4594","Numero Total Empleados","34","MASCULINO","2019/11/14",108
"4595","Numero Total Empleados","35","MASCULINO","2019/11/14",108
"4596","Numero Total Empleados","36","MASCULINO","2019/11/14",108
"4597","Numero Total Empleados","37","MASCULINO","2019/11/14",108
"4598","Numero Total Empleados","38","MASCULINO","2019/11/14",108
"4599","Numero Total Empleados","39","MASCULINO","2019/11/14",108
"4600","Numero Total Empleados","40","MASCULINO","2019/11/14",108
"4601","Numero Total Empleados","41","MASCULINO","2019/11/14",108
"4602","Numero Total Empleados","42","MASCULINO","2019/11/14",108
"4603","Numero Total Empleados","43","MASCULINO","2019/11/14",108
"4604","Numero Total Empleados","44","MASCULINO","2019/11/14",108
"4605","Numero Total Empleados","45","MASCULINO","2019/11/14",108
"4606","Numero Total Empleados","46","MASCULINO","2019/11/14",108
"4607","Numero Total Empleados","47","MASCULINO","2019/11/14",108
"4608","Numero Total Empleados","48","MASCULINO","2019/11/14",108
"4609","Numero Total Empleados","49","MASCULINO","2019/11/14",108
"4610","Numero Total Empleados","50","MASCULINO","2019/11/14",108
"4611","Numero Total Empleados","51","MASCULINO","2019/11/14",108
"4612","Numero Total Empleados","52","MASCULINO","2019/11/14",108
"4613","Numero Total Empleados","53","MASCULINO","2019/11/14",108
"4614","Numero Total Empleados","54","MASCULINO","2019/11/14",108
"4615","Numero Total Empleados","55","MASCULINO","2019/11/14",108
"4616","Numero Total Empleados","56","MASCULINO","2019/11/14",108
"4617","Numero Total Empleados","57","MASCULINO","2019/11/14",108
"4618","Numero Total Empleados","58","MASCULINO","2019/11/14",108
"4619","Numero Total Empleados","59","MASCULINO","2019/11/14",108
"4620","Numero Total Empleados","60","MASCULINO","2019/11/14",108
"4621","Numero Total Empleados","61","MASCULINO","2019/11/14",108
"4622","Numero Total Empleados","62","MASCULINO","2019/11/14",108
"4623","Numero Total Empleados","65","MASCULINO","2019/11/14",108
"4624","Numero Total Empleados","66","MASCULINO","2019/11/14",108
"4625","Numero Total Empleados","75","MASCULINO","2019/11/14",108
"4626","Numero Total Empleados","24","FEMENINO","2019/11/15",81
"4627","Numero Total Empleados","25","FEMENINO","2019/11/15",81
"4628","Numero Total Empleados","30","FEMENINO","2019/11/15",81
"4629","Numero Total Empleados","34","FEMENINO","2019/11/15",2
"4630","Numero Total Empleados","47","FEMENINO","2019/11/15",81
"4631","Numero Total Empleados","53","FEMENINO","2019/11/15",35
"4632","Numero Total Empleados","54","FEMENINO","2019/11/15",83
"4633","Numero Total Empleados","56","FEMENINO","2019/11/15",81
"4634","Numero Total Empleados","64","FEMENINO","2019/11/15",81
"4635","Numero Total Empleados","22","MASCULINO","2019/11/15",82
"4636","Numero Total Empleados","23","MASCULINO","2019/11/15",81
"4637","Numero Total Empleados","25","MASCULINO","2019/11/15",81
"4638","Numero Total Empleados","26","MASCULINO","2019/11/15",81
"4639","Numero Total Empleados","27","MASCULINO","2019/11/15",81
"4640","Numero Total Empleados","28","MASCULINO","2019/11/15",81
"4641","Numero Total Empleados","29","MASCULINO","2019/11/15",81
"4642","Numero Total Empleados","30","MASCULINO","2019/11/15",81
"4643","Numero Total Empleados","32","MASCULINO","2019/11/15",81
"4644","Numero Total Empleados","33","MASCULINO","2019/11/15",81
"4645","Numero Total Empleados","34","MASCULINO","2019/11/15",81
"4646","Numero Total Empleados","35","MASCULINO","2019/11/15",81
"4647","Numero Total Empleados","36","MASCULINO","2019/11/15",81
"4648","Numero Total Empleados","37","MASCULINO","2019/11/15",81
"4649","Numero Total Empleados","38","MASCULINO","2019/11/15",81
"4650","Numero Total Empleados","39","MASCULINO","2019/11/15",81
"4651","Numero Total Empleados","40","MASCULINO","2019/11/15",81
"4652","Numero Total Empleados","41","MASCULINO","2019/11/15",81
"4653","Numero Total Empleados","42","MASCULINO","2019/11/15",81
"4654","Numero Total Empleados","43","MASCULINO","2019/11/15",81
"4655","Numero Total Empleados","44","MASCULINO","2019/11/15",81
"4656","Numero Total Empleados","46","MASCULINO","2019/11/15",81
"4657","Numero Total Empleados","48","MASCULINO","2019/11/15",81
"4658","Numero Total Empleados","50","MASCULINO","2019/11/15",81
"4659","Numero Total Empleados","52","MASCULINO","2019/11/15",81
"4660","Numero Total Empleados","53","MASCULINO","2019/11/15",81
"4661","Numero Total Empleados","54","MASCULINO","2019/11/15",81
"4662","Numero Total Empleados","55","MASCULINO","2019/11/15",81
"4663","Numero Total Empleados","56","MASCULINO","2019/11/15",83
"4664","Numero Total Empleados","57","MASCULINO","2019/11/15",81
"4665","Numero Total Empleados","58","MASCULINO","2019/11/15",81
"4666","Numero Total Empleados","59","MASCULINO","2019/11/15",81
"4667","Numero Total Empleados","60","MASCULINO","2019/11/15",81
"4668","Numero Total Empleados","61","MASCULINO","2019/11/15",2
"4669","Numero Total Empleados","62","MASCULINO","2019/11/15",81
"4670","Numero Total Empleados","68","MASCULINO","2019/11/15",81
"4671","Numero Total Empleados","55","MASCULINO","2019/11/18",1
"4672","Numero Total Empleados","64","MASCULINO","2019/11/18",1
"4673","Numero Total Empleados","31","FEMENINO","2019/11/19",4
"4674","Numero Total Empleados","34","FEMENINO","2019/11/19",4
"4675","Numero Total Empleados","52","FEMENINO","2019/11/19",4
"4676","Numero Total Empleados","58","FEMENINO","2019/11/19",3
"4677","Numero Total Empleados","61","FEMENINO","2019/11/19",4
"4678","Numero Total Empleados","62","FEMENINO","2019/11/19",4
"4679","Numero Total Empleados","24","MASCULINO","2019/11/19",33
"4680","Numero Total Empleados","26","MASCULINO","2019/11/19",41
"4681","Numero Total Empleados","28","MASCULINO","2019/11/19",35
"4682","Numero Total Empleados","29","MASCULINO","2019/11/19",33
"4683","Numero Total Empleados","31","MASCULINO","2019/11/19",74
"4684","Numero Total Empleados","33","MASCULINO","2019/11/19",41
"4685","Numero Total Empleados","35","MASCULINO","2019/11/19",33
"4686","Numero Total Empleados","36","MASCULINO","2019/11/19",41
"4687","Numero Total Empleados","37","MASCULINO","2019/11/19",33
"4688","Numero Total Empleados","39","MASCULINO","2019/11/19",74
"4689","Numero Total Empleados","41","MASCULINO","2019/11/19",33
"4690","Numero Total Empleados","42","MASCULINO","2019/11/19",33
"4691","Numero Total Empleados","43","MASCULINO","2019/11/19",33
"4692","Numero Total Empleados","46","MASCULINO","2019/11/19",74
"4693","Numero Total Empleados","47","MASCULINO","2019/11/19",33
"4694","Numero Total Empleados","48","MASCULINO","2019/11/19",74
"4695","Numero Total Empleados","52","MASCULINO","2019/11/19",41
"4696","Numero Total Empleados","57","MASCULINO","2019/11/19",3
"4697","Numero Total Empleados","62","MASCULINO","2019/11/19",41
"4698","Numero Total Empleados","64","MASCULINO","2019/11/19",4
"4699","Numero Total Empleados","65","MASCULINO","2019/11/19",3
"4700","Numero Total Empleados","25","FEMENINO","2019/11/20",19
"4701","Numero Total Empleados","23","MASCULINO","2019/11/20",19
"4702","Numero Total Empleados","25","MASCULINO","2019/11/20",19
"4703","Numero Total Empleados","28","MASCULINO","2019/11/20",19
"4704","Numero Total Empleados","29","MASCULINO","2019/11/20",19
"4705","Numero Total Empleados","32","MASCULINO","2019/11/20",19
"4706","Numero Total Empleados","33","MASCULINO","2019/11/20",19
"4707","Numero Total Empleados","34","MASCULINO","2019/11/20",19
"4708","Numero Total Empleados","35","MASCULINO","2019/11/20",19
"4709","Numero Total Empleados","42","MASCULINO","2019/11/20",19
"4710","Numero Total Empleados","46","MASCULINO","2019/11/20",19
"4711","Numero Total Empleados","48","MASCULINO","2019/11/20",19
"4712","Numero Total Empleados","49","MASCULINO","2019/11/20",19
"4713","Numero Total Empleados","51","MASCULINO","2019/11/20",19
"4714","Numero Total Empleados","52","MASCULINO","2019/11/20",19
"4715","Numero Total Empleados","55","MASCULINO","2019/11/20",19
"4716","Numero Total Empleados","56","MASCULINO","2019/11/20",19
"4717","Numero Total Empleados","21","FEMENINO","2019/11/25",204
"4718","Numero Total Empleados","23","FEMENINO","2019/11/25",204
"4719","Numero Total Empleados","24","FEMENINO","2019/11/25",204
"4720","Numero Total Empleados","25","FEMENINO","2019/11/25",204
"4721","Numero Total Empleados","26","FEMENINO","2019/11/25",204
"4722","Numero Total Empleados","27","FEMENINO","2019/11/25",204
"4723","Numero Total Empleados","28","FEMENINO","2019/11/25",204
"4724","Numero Total Empleados","30","FEMENINO","2019/11/25",204
"4725","Numero Total Empleados","31","FEMENINO","2019/11/25",204
"4726","Numero Total Empleados","32","FEMENINO","2019/11/25",204
"4727","Numero Total Empleados","33","FEMENINO","2019/11/25",204
"4728","Numero Total Empleados","34","FEMENINO","2019/11/25",204
"4729","Numero Total Empleados","35","FEMENINO","2019/11/25",204
"4730","Numero Total Empleados","36","FEMENINO","2019/11/25",204
"4731","Numero Total Empleados","37","FEMENINO","2019/11/25",204
"4732","Numero Total Empleados","39","FEMENINO","2019/11/25",204
"4733","Numero Total Empleados","40","FEMENINO","2019/11/25",204
"4734","Numero Total Empleados","41","FEMENINO","2019/11/25",204
"4735","Numero Total Empleados","44","FEMENINO","2019/11/25",204
"4736","Numero Total Empleados","45","FEMENINO","2019/11/25",204
"4737","Numero Total Empleados","49","FEMENINO","2019/11/25",204
"4738","Numero Total Empleados","52","FEMENINO","2019/11/25",204
"4739","Numero Total Empleados","53","FEMENINO","2019/11/25",204
"4740","Numero Total Empleados","57","FEMENINO","2019/11/25",255
"4741","Numero Total Empleados","22","MASCULINO","2019/11/25",204
"4742","Numero Total Empleados","23","MASCULINO","2019/11/25",204
"4743","Numero Total Empleados","24","MASCULINO","2019/11/25",204
"4744","Numero Total Empleados","25","MASCULINO","2019/11/25",204
"4745","Numero Total Empleados","26","MASCULINO","2019/11/25",204
"4746","Numero Total Empleados","27","MASCULINO","2019/11/25",204
"4747","Numero Total Empleados","28","MASCULINO","2019/11/25",204
"4748","Numero Total Empleados","29","MASCULINO","2019/11/25",204
"4749","Numero Total Empleados","30","MASCULINO","2019/11/25",204
"4750","Numero Total Empleados","31","MASCULINO","2019/11/25",204
"4751","Numero Total Empleados","32","MASCULINO","2019/11/25",204
"4752","Numero Total Empleados","34","MASCULINO","2019/11/25",204
"4753","Numero Total Empleados","35","MASCULINO","2019/11/25",204
"4754","Numero Total Empleados","36","MASCULINO","2019/11/25",204
"4755","Numero Total Empleados","37","MASCULINO","2019/11/25",204
"4756","Numero Total Empleados","38","MASCULINO","2019/11/25",204
"4757","Numero Total Empleados","39","MASCULINO","2019/11/25",204
"4758","Numero Total Empleados","40","MASCULINO","2019/11/25",204
"4759","Numero Total Empleados","41","MASCULINO","2019/11/25",204
"4760","Numero Total Empleados","42","MASCULINO","2019/11/25",204
"4761","Numero Total Empleados","43","MASCULINO","2019/11/25",204
"4762","Numero Total Empleados","44","MASCULINO","2019/11/25",204
"4763","Numero Total Empleados","45","MASCULINO","2019/11/25",204
"4764","Numero Total Empleados","46","MASCULINO","2019/11/25",204
"4765","Numero Total Empleados","47","MASCULINO","2019/11/25",204
"4766","Numero Total Empleados","48","MASCULINO","2019/11/25",204
"4767","Numero Total Empleados","49","MASCULINO","2019/11/25",204
"4768","Numero Total Empleados","50","MASCULINO","2019/11/25",204
"4769","Numero Total Empleados","51","MASCULINO","2019/11/25",204
"4770","Numero Total Empleados","52","MASCULINO","2019/11/25",204
"4771","Numero Total Empleados","53","MASCULINO","2019/11/25",204
"4772","Numero Total Empleados","54","MASCULINO","2019/11/25",204
"4773","Numero Total Empleados","55","MASCULINO","2019/11/25",204
"4774","Numero Total Empleados","56","MASCULINO","2019/11/25",204
"4775","Numero Total Empleados","57","MASCULINO","2019/11/25",204
"4776","Numero Total Empleados","58","MASCULINO","2019/11/25",204
"4777","Numero Total Empleados","59","MASCULINO","2019/11/25",204
"4778","Numero Total Empleados","60","MASCULINO","2019/11/25",204
"4779","Numero Total Empleados","61","MASCULINO","2019/11/25",204
"4780","Numero Total Empleados","63","MASCULINO","2019/11/25",204
"4781","Numero Total Empleados","64","MASCULINO","2019/11/25",204
"4782","Numero Total Empleados","65","MASCULINO","2019/11/25",204
"4783","Numero Total Empleados","66","MASCULINO","2019/11/25",204
"4784","Numero Total Empleados","29","FEMENINO","2019/11/26",217
"4785","Numero Total Empleados","30","FEMENINO","2019/11/26",217
"4786","Numero Total Empleados","35","FEMENINO","2019/11/26",217
"4787","Numero Total Empleados","39","FEMENINO","2019/11/26",217
"4788","Numero Total Empleados","46","FEMENINO","2019/11/26",18
"4789","Numero Total Empleados","56","FEMENINO","2019/11/26",1
"4790","Numero Total Empleados","61","FEMENINO","2019/11/26",45
"4791","Numero Total Empleados","22","MASCULINO","2019/11/26",217
"4792","Numero Total Empleados","24","MASCULINO","2019/11/26",18
"4793","Numero Total Empleados","25","MASCULINO","2019/11/26",217
"4794","Numero Total Empleados","26","MASCULINO","2019/11/26",217
"4795","Numero Total Empleados","27","MASCULINO","2019/11/26",235
"4796","Numero Total Empleados","28","MASCULINO","2019/11/26",217
"4797","Numero Total Empleados","29","MASCULINO","2019/11/26",217
"4798","Numero Total Empleados","30","MASCULINO","2019/11/26",27
"4799","Numero Total Empleados","31","MASCULINO","2019/11/26",235
"4800","Numero Total Empleados","32","MASCULINO","2019/11/26",217
"4801","Numero Total Empleados","33","MASCULINO","2019/11/26",217
"4802","Numero Total Empleados","34","MASCULINO","2019/11/26",235
"4803","Numero Total Empleados","35","MASCULINO","2019/11/26",235
"4804","Numero Total Empleados","36","MASCULINO","2019/11/26",235
"4805","Numero Total Empleados","37","MASCULINO","2019/11/26",217
"4806","Numero Total Empleados","38","MASCULINO","2019/11/26",217
"4807","Numero Total Empleados","39","MASCULINO","2019/11/26",27
"4808","Numero Total Empleados","40","MASCULINO","2019/11/26",217
"4809","Numero Total Empleados","41","MASCULINO","2019/11/26",27
"4810","Numero Total Empleados","42","MASCULINO","2019/11/26",235
"4811","Numero Total Empleados","43","MASCULINO","2019/11/26",45
"4812","Numero Total Empleados","44","MASCULINO","2019/11/26",262
"4813","Numero Total Empleados","45","MASCULINO","2019/11/26",217
"4814","Numero Total Empleados","46","MASCULINO","2019/11/26",244
"4815","Numero Total Empleados","47","MASCULINO","2019/11/26",18
"4816","Numero Total Empleados","48","MASCULINO","2019/11/26",27
"4817","Numero Total Empleados","49","MASCULINO","2019/11/26",45
"4818","Numero Total Empleados","51","MASCULINO","2019/11/26",262
"4819","Numero Total Empleados","52","MASCULINO","2019/11/26",27
"4820","Numero Total Empleados","53","MASCULINO","2019/11/26",27
"4821","Numero Total Empleados","55","MASCULINO","2019/11/26",27
"4822","Numero Total Empleados","56","MASCULINO","2019/11/26",27
"4823","Numero Total Empleados","58","MASCULINO","2019/11/26",18
"4824","Numero Total Empleados","60","MASCULINO","2019/11/26",27
"4825","Numero Total Empleados","61","MASCULINO","2019/11/26",244
"4826","Numero Total Empleados","62","MASCULINO","2019/11/26",27
"4827","Numero Total Empleados","64","MASCULINO","2019/11/26",27
"4828","Numero Total Empleados","65","MASCULINO","2019/11/26",27
"4829","Numero Total Empleados","70","MASCULINO","2019/11/26",27
"4830","Numero Total Empleados","32","FEMENINO","2019/12/02",13
"4831","Numero Total Empleados","46","FEMENINO","2019/12/02",13
"4832","Numero Total Empleados","47","FEMENINO","2019/12/02",13
"4833","Numero Total Empleados","59","FEMENINO","2019/12/02",13
"4834","Numero Total Empleados","61","FEMENINO","2019/12/02",13
"4835","Numero Total Empleados","76","FEMENINO","2019/12/02",13
"4836","Numero Total Empleados","29","MASCULINO","2019/12/02",13
"4837","Numero Total Empleados","43","MASCULINO","2019/12/02",1
"4838","Numero Total Empleados","55","MASCULINO","2019/12/02",2
"4839","Numero Total Empleados","57","MASCULINO","2019/12/02",13
"4840","Numero Total Empleados","66","MASCULINO","2019/12/02",2
"4841","Numero Total Empleados","68","MASCULINO","2019/12/02",13
"4842","Numero Total Empleados","72","MASCULINO","2019/12/02",13
"4843","Numero Total Empleados","83","MASCULINO","2019/12/02",13
"4844","Numero Total Empleados","84","MASCULINO","2019/12/02",13
"4845","Numero Total Empleados","86","MASCULINO","2019/12/02",13
"4846","Numero Total Empleados","22","FEMENINO","2019/12/03",149
"4847","Numero Total Empleados","23","FEMENINO","2019/12/03",156
"4848","Numero Total Empleados","27","FEMENINO","2019/12/03",149
"4849","Numero Total Empleados","29","FEMENINO","2019/12/03",149
"4850","Numero Total Empleados","30","FEMENINO","2019/12/03",149
"4851","Numero Total Empleados","32","FEMENINO","2019/12/03",162
"4852","Numero Total Empleados","33","FEMENINO","2019/12/03",149
"4853","Numero Total Empleados","34","FEMENINO","2019/12/03",149
"4854","Numero Total Empleados","35","FEMENINO","2019/12/03",149
"4855","Numero Total Empleados","43","FEMENINO","2019/12/03",230
"4856","Numero Total Empleados","44","FEMENINO","2019/12/03",81
"4857","Numero Total Empleados","47","FEMENINO","2019/12/03",149
"4858","Numero Total Empleados","49","FEMENINO","2019/12/03",149
"4859","Numero Total Empleados","50","FEMENINO","2019/12/03",13
"4860","Numero Total Empleados","53","FEMENINO","2019/12/03",13
"4861","Numero Total Empleados","22","MASCULINO","2019/12/03",149
"4862","Numero Total Empleados","23","MASCULINO","2019/12/03",149
"4863","Numero Total Empleados","24","MASCULINO","2019/12/03",149
"4864","Numero Total Empleados","25","MASCULINO","2019/12/03",149
"4865","Numero Total Empleados","26","MASCULINO","2019/12/03",149
"4866","Numero Total Empleados","27","MASCULINO","2019/12/03",156
"4867","Numero Total Empleados","28","MASCULINO","2019/12/03",149
"4868","Numero Total Empleados","29","MASCULINO","2019/12/03",149
"4869","Numero Total Empleados","30","MASCULINO","2019/12/03",162
"4870","Numero Total Empleados","31","MASCULINO","2019/12/03",156
"4871","Numero Total Empleados","32","MASCULINO","2019/12/03",162
"4872","Numero Total Empleados","33","MASCULINO","2019/12/03",149
"4873","Numero Total Empleados","34","MASCULINO","2019/12/03",156
"4874","Numero Total Empleados","35","MASCULINO","2019/12/03",230
"4875","Numero Total Empleados","36","MASCULINO","2019/12/03",149
"4876","Numero Total Empleados","37","MASCULINO","2019/12/03",149
"4877","Numero Total Empleados","38","MASCULINO","2019/12/03",149
"4878","Numero Total Empleados","39","MASCULINO","2019/12/03",162
"4879","Numero Total Empleados","40","MASCULINO","2019/12/03",149
"4880","Numero Total Empleados","41","MASCULINO","2019/12/03",230
"4881","Numero Total Empleados","42","MASCULINO","2019/12/03",162
"4882","Numero Total Empleados","43","MASCULINO","2019/12/03",149
"4883","Numero Total Empleados","44","MASCULINO","2019/12/03",149
"4884","Numero Total Empleados","45","MASCULINO","2019/12/03",149
"4885","Numero Total Empleados","46","MASCULINO","2019/12/03",243
"4886","Numero Total Empleados","47","MASCULINO","2019/12/03",162
"4887","Numero Total Empleados","48","MASCULINO","2019/12/03",149
"4888","Numero Total Empleados","49","MASCULINO","2019/12/03",149
"4889","Numero Total Empleados","50","MASCULINO","2019/12/03",162
"4890","Numero Total Empleados","51","MASCULINO","2019/12/03",250
"4891","Numero Total Empleados","52","MASCULINO","2019/12/03",149
"4892","Numero Total Empleados","53","MASCULINO","2019/12/03",149
"4893","Numero Total Empleados","54","MASCULINO","2019/12/03",149
"4894","Numero Total Empleados","56","MASCULINO","2019/12/03",149
"4895","Numero Total Empleados","57","MASCULINO","2019/12/03",149
"4896","Numero Total Empleados","59","MASCULINO","2019/12/03",149
"4897","Numero Total Empleados","61","MASCULINO","2019/12/03",149
"4898","Numero Total Empleados","64","MASCULINO","2019/12/03",149
"4899","Numero Total Empleados","66","MASCULINO","2019/12/03",13
"4900","Numero Total Empleados","68","MASCULINO","2019/12/03",149
"4901","Numero Total Empleados","69","MASCULINO","2019/12/03",156
"4902","Numero Total Empleados","70","MASCULINO","2019/12/03",149
"4903","Numero Total Empleados","74","MASCULINO","2019/12/03",1
"4904","Numero Total Empleados","23","FEMENINO","2019/12/04",41
"4905","Numero Total Empleados","26","FEMENINO","2019/12/04",41
"4906","Numero Total Empleados","41","FEMENINO","2019/12/04",41
"4907","Numero Total Empleados","43","FEMENINO","2019/12/04",41
"4908","Numero Total Empleados","48","FEMENINO","2019/12/04",42
"4909","Numero Total Empleados","52","FEMENINO","2019/12/04",41
"4910","Numero Total Empleados","59","FEMENINO","2019/12/04",41
"4911","Numero Total Empleados","24","MASCULINO","2019/12/04",41
"4912","Numero Total Empleados","25","MASCULINO","2019/12/04",41
"4913","Numero Total Empleados","27","MASCULINO","2019/12/04",41
"4914","Numero Total Empleados","32","MASCULINO","2019/12/04",41
"4915","Numero Total Empleados","34","MASCULINO","2019/12/04",41
"4916","Numero Total Empleados","35","MASCULINO","2019/12/04",41
"4917","Numero Total Empleados","36","MASCULINO","2019/12/04",41
"4918","Numero Total Empleados","37","MASCULINO","2019/12/04",3
"4919","Numero Total Empleados","39","MASCULINO","2019/12/04",5
"4920","Numero Total Empleados","42","MASCULINO","2019/12/04",41
"4921","Numero Total Empleados","44","MASCULINO","2019/12/04",44
"4922","Numero Total Empleados","45","MASCULINO","2019/12/04",41
"4923","Numero Total Empleados","46","MASCULINO","2019/12/04",41
"4924","Numero Total Empleados","47","MASCULINO","2019/12/04",41
"4925","Numero Total Empleados","51","MASCULINO","2019/12/04",41
"4926","Numero Total Empleados","53","MASCULINO","2019/12/04",41
"4927","Numero Total Empleados","56","MASCULINO","2019/12/04",41
"4928","Numero Total Empleados","60","MASCULINO","2019/12/04",41
"4929","Numero Total Empleados","61","MASCULINO","2019/12/04",2
"4930","Numero Total Empleados","66","MASCULINO","2019/12/04",7
"4931","Numero Total Empleados","38","FEMENINO","2019/12/05",5
"4932","Numero Total Empleados","28","MASCULINO","2019/12/05",10
"4933","Numero Total Empleados","31","MASCULINO","2019/12/05",10
"4934","Numero Total Empleados","32","MASCULINO","2019/12/05",10
"4935","Numero Total Empleados","33","MASCULINO","2019/12/05",10
"4936","Numero Total Empleados","35","MASCULINO","2019/12/05",10
"4937","Numero Total Empleados","37","MASCULINO","2019/12/05",5
"4938","Numero Total Empleados","40","MASCULINO","2019/12/05",15
"4939","Numero Total Empleados","42","MASCULINO","2019/12/05",10
"4940","Numero Total Empleados","49","MASCULINO","2019/12/05",10
"4941","Numero Total Empleados","61","MASCULINO","2019/12/05",10
"4942","Numero Total Empleados","24","FEMENINO","2019/12/06",241
"4943","Numero Total Empleados","26","FEMENINO","2019/12/06",241
"4944","Numero Total Empleados","28","FEMENINO","2019/12/06",259
"4945","Numero Total Empleados","30","FEMENINO","2019/12/06",259
"4946","Numero Total Empleados","31","FEMENINO","2019/12/06",241
"4947","Numero Total Empleados","32","FEMENINO","2019/12/06",241
"4948","Numero Total Empleados","35","FEMENINO","2019/12/06",241
"4949","Numero Total Empleados","36","FEMENINO","2019/12/06",241
"4950","Numero Total Empleados","37","FEMENINO","2019/12/06",241
"4951","Numero Total Empleados","40","FEMENINO","2019/12/06",241
"4952","Numero Total Empleados","43","FEMENINO","2019/12/06",241
"4953","Numero Total Empleados","44","FEMENINO","2019/12/06",262
"4954","Numero Total Empleados","48","FEMENINO","2019/12/06",241
"4955","Numero Total Empleados","49","FEMENINO","2019/12/06",241
"4956","Numero Total Empleados","50","FEMENINO","2019/12/06",241
"4957","Numero Total Empleados","54","FEMENINO","2019/12/06",241
